T_number	org_code	name	lineage	taxaid	gb_ncbi_seq_id	rs_ncbi_seq_ids
T02216	gor	Gordonia sp. KTR9	Prokaryotes;Bacteria;Actinobacteria;Gordonia	337191	['CP002907', 'CP002908', 'CP002112', 'CP002909']	[]
T04097	goq	Gordonia phthalatica	Prokaryotes;Bacteria;Actinobacteria;Gordonia	1136941	['CP011853']	[]
T04440	gta	Gordonia terrae	Prokaryotes;Bacteria;Actinobacteria;Gordonia	2055	['CP016594']	[]
T05256	goc	Gordonia sp. YC-JH1	Prokaryotes;Bacteria;Actinobacteria;Gordonia	2059875	['CP025435', 'CP025436']	[]
T05370	git	Gordonia iterans	Prokaryotes;Bacteria;Actinobacteria;Gordonia	1004901	['CP027433']	[]
T05629	gru	Gordonia rubripertincta	Prokaryotes;Bacteria;Actinobacteria;Gordonia	36822	['CP022580', 'CP022581']	[]
T05722	gom	Gordonia insulae	Prokaryotes;Bacteria;Actinobacteria;Gordonia	2420509	['CP033972']	[]
T05876	gav	Gordonia alkanivorans	Prokaryotes;Bacteria;Actinobacteria;Gordonia	84096	['CP027114', 'CP027115']	[]
T06305	god	Gordonia sp. 135	Prokaryotes;Bacteria;Actinobacteria;Gordonia	2676309	['CP046257', 'CP046258']	[]
T07320	gam	Gordonia amarae	Prokaryotes;Bacteria;Actinobacteria;Gordonia	36821	['CP045805']	[]
T07482	gpd	Gordonia pseudoamarae	Prokaryotes;Bacteria;Actinobacteria;Gordonia	2831662	['CP045806', 'CP045807']	[]
T07538	gji	Gordonia jinghuaiqii	Prokaryotes;Bacteria;Actinobacteria;Gordonia	2758710	['CP059491']	[]
T07915	goi	Gordonia otitidis	Prokaryotes;Bacteria;Actinobacteria;Gordonia	249058	['CP085974']	[]
T07358	spin	Skermania piniformis	Prokaryotes;Bacteria;Actinobacteria;Skermania	39122	['CP079105']	[]
T01228	tpr	Tsukamurella paurometabola	Prokaryotes;Bacteria;Actinobacteria;Tsukamurella	521096	['CP001966', 'CP001967']	[]
T05267	tsm	Tsukamurella tyrosinosolvens	Prokaryotes;Bacteria;Actinobacteria;Tsukamurella	57704	['CP019066']	[]
T01238	srt	Segniliparus rotundus	Prokaryotes;Bacteria;Actinobacteria;Segniliparus	640132	['CP001958']	[]
T04608	dtm	Dietzia timorensis	Prokaryotes;Bacteria;Actinobacteria;Dietzia	499555	['CP015961']	[]
T05390	dit	Dietzia sp. oral taxon 368	Prokaryotes;Bacteria;Actinobacteria;Dietzia	712270	['CP027238', 'CP027239', 'CP027240']	[]
T05397	diz	Dietzia sp. JS16-p6b	Prokaryotes;Bacteria;Actinobacteria;Dietzia	2052657	['CP024869']	[]
T05437	dpc	Dietzia psychralcaliphila	Prokaryotes;Bacteria;Actinobacteria;Dietzia	139021	['CP015453', 'CP015454']	[]
T05442	dlu	Dietzia lutea	Prokaryotes;Bacteria;Actinobacteria;Dietzia	546160	['CP015449', 'CP015450', 'CP015451', 'CP015452']	[]
T04080	cbq	Lawsonella clevelandensis	Prokaryotes;Bacteria;Actinobacteria;Lawsonella	1528099	['CP012390']	[]
T06118	toy	Tomitella fengzijianii	Prokaryotes;Bacteria;Actinobacteria;Tomitella	2597660	['CP041765', 'CP041766']	[]
T00085	sco	Streptomyces coelicolor	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	100226	['AL645882', 'AL589148', 'AL645771']	['NC_003888', 'NC_003903', 'NC_003904']
T02545	salb	Streptomyces albidoflavus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1886	['CP004370']	[]
T00126	sma	Streptomyces avermitilis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	227882	['BA000030', 'AP005645']	[]
T00691	sgr	Streptomyces griseus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	455632	['AP009493']	[]
T04209	sgb	Streptomyces globisporus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1172567	['CP013738', 'CP013739', 'CP013740']	[]
T01187	scb	Streptomyces scabiei	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	680198	['FN554889']	[]
T01601	ssx	Streptomyces sp. SirexAA-E	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	862751	['CP002993']	[]
T01602	svl	Streptomyces violaceusniger	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	653045	['CP002994', 'CP002995', 'CP002996']	[]
T02063	shy	Streptomyces hygroscopicus subsp. jinggangensis 5008	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1133850	['CP003275', 'CP003276', 'CP003277']	[]
T02531	sho	Streptomyces hygroscopicus subsp. jinggangensis TL01	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1203460	['CP003720', 'CP003721', 'CP003722']	[]
T02907	src	Streptomyces rapamycinicus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1343740	['CP006567']	[]
T05189	smal	Streptomyces malaysiensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	92644	['CP023992', 'CP023993']	[]
T07406	ssoi	Streptomyces solisilvae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1929477	['CP065050']	[]
T01646	sct	Streptomyces cattleya NRRL 8057 = DSM 46488	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1003195	['FQ859185', 'FQ859184']	[]
T02095	scy	Streptomyces cattleya NRRL 8057 = DSM 46488	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1003195	['CP003219', 'CP003229']	[]
T01647	sfa	Streptomyces pratensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	591167	['CP002475', 'CP002476', 'CP002477']	[]
T01678	sbh	Streptomyces bingchenggensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	749414	['CP002047']	[]
T02274	sve	Streptomyces venezuelae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	953739	['FR845719']	[]
T02518	sdv	Streptomyces davaonensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1214101	['HE971709', 'HE971710']	[]
T03823	sals	Streptomyces albus DSM 41398	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1888	['CP010519']	[]
T02619	strp	Streptomyces sp. PAMC 26508	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1265601	['CP003990', 'CP003991']	[]
T02650	sfi	Streptomyces fulvissimus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1303692	['CP005080']	[]
T02787	sci	Streptomyces collinus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1214242	['CP006259', 'CP006260', 'CP006261']	[]
T03082	salu	Streptomyces albulus NK660	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	68570	['CP007574', 'CP007575']	[]
T03896	sall	Streptomyces albulus ZPM	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1434306	['CP006871']	[]
T03222	slv	Streptomyces lividans	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	457428	['CP009124']	[]
T03327	sgu	Streptomyces glaucescens	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1907	['CP009438', 'CP009439']	[]
T03586	svt	Streptomyces vietnamensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	362257	['CP010407', 'CP010408']	[]
T03587	stre	Streptomyces sp. 769	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1262452	['CP003987', 'CP003988']	[]
T03687	scw	Streptomyces cyaneogriseus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	477245	['CP010849']	[]
T03756	sld	Streptomyces lydicus A02	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	47763	['CP007699']	[]
T04699	slc	Streptomyces lydicus 103	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	47763	['CP017157']	[]
T03904	sxi	Streptomyces xiamenensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	408015	['CP009922']	[]
T03958	strm	Streptomyces sp. Mg1	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	465541	['CP011664', 'CP011665', 'CP011666', 'CP011667']	[]
T03968	strc	Streptomyces sp. CNQ-509	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	444103	['CP011492']	[]
T04055	samb	Streptomyces ambofaciens	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	278992	['CP012382', 'CP012383']	[]
T04073	spri	Streptomyces pristinaespiralis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	38300	['CP011340']	[]
T04074	scz	Streptomyces sp. CFMR 7	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1649184	['CP011522', 'CP011523']	[]
T04240	scx	Streptomyces sp. CdTB01	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1725411	['CP013743', 'CP013744']	[]
T04246	srw	Streptomyces reticuli	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1926	['LN997842', 'LN997843', 'LN997844', 'LN997845']	[]
T04265	strf	Streptomyces sp. 4F	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1751294	['CP013142']	[]
T04414	sle	Streptomyces leeuwenhoekii	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1437453	['LN831790', 'LN831788', 'LN831789']	[]
T04616	srn	Streptomyces rubrolavendulae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	285473	['CP017316']	[]
T04685	spav	Streptomyces parvulus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	146923	['CP015866', 'CP015867']	[]
T04706	strt	Streptomyces sp. SAT1	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1849967	['CP015849']	[]
T04717	sclf	Streptomyces clavuligerus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1901	['CP016559', 'CP016560']	[]
T04729	sgs	Streptomyces griseochromogenes	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	68214	['CP016279']	[]
T04777	stsi	Streptomyces qaidamensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1783515	['CP015098']	[]
T06436	sky	Streptomyces koyangensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	188770	['CP031742']	[]
T06908	salw	Streptomyces alboniger	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	132473	['CP023695']	[]
T07085	sgm	Streptomyces glomeroaurantiacus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	68210	['AP023440']	[]
T07301	scad	Streptomyces cadmiisoli	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2184053	['CP030073', 'CP030074']	[]
T04801	sls	Streptomyces lincolnensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1915	['CP016438']	[]
T04806	snr	Streptomyces noursei	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	316284	['CP011533']	[]
T04845	splu	Streptomyces pluripotens	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1355015	['CP021080']	[]
T04862	strd	Streptomyces sp. CCM_MD2014	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1561022	['CP009754']	[]
T04887	snw	Streptomyces niveus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	193462	['CP018047']	[]
T04980	sauo	Streptomyces autolyticus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	75293	['CP019458', 'CP019459', 'CP019460', 'CP019461', 'CP019462', 'CP019463', 'CP019464', 'CP019465']	[]
T05110	ssia	Streptomyces alfalfae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1642299	['CP015588']	[]
T05124	svu	Streptomyces violaceoruber	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1935	['CP020570']	[]
T05140	spun	Streptomyces fodineus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1904616	['CP017248']	[]
T05165	sgv	Streptomyces gilvosporeus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	553510	['CP020569']	[]
T05205	slau	Streptomyces laurentii	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	39478	['AP017424']	[]
T05221	salf	Streptomyces alboflavus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	67267	['CP021748', 'CP023976', 'CP023977']	[]
T05230	salj	Streptomyces albireticuli	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1940	['CP021744']	[]
T05314	slx	Streptomyces lavendulae subsp. lavendulae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	58340	['CP024985', 'CP024986']	[]
T05374	stro	Streptomyces sp. MOE7	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1961713	['CP019779']	[]
T05416	sfk	Streptomyces formicae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1616117	['CP022685']	[]
T05839	snz	Streptomyces nigra	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1827580	['CP029043']	[]
T06099	sge	Streptomyces griseorubiginosus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	67304	['CP032427']	[]
T06265	srj	Streptomyces rochei	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1928	['AP018517']	[]
T06347	slk	Streptomyces lunaelactis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1535768	['CP026304', 'CP026305', 'CP026306']	[]
T06611	sdx	Streptomyces dengpaensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2049881	['CP026652', 'CP026653', 'CP026654']	[]
T06660	sgd	Streptomyces griseoviridis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	45398	['CP034687']	[]
T06686	sqz	Streptomyces qinzhouensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2599401	['CP042266']	[]
T06811	scya	Streptomyces cyaneochromogenes	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2496836	['CP034539']	[]
T06819	sast	Streptomyces calvus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	67282	['CP022310']	[]
T06839	snq	Streptomyces nodosus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	40318	['CP023747']	[]
T06843	stir	Streptomyces tirandamycinicus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2174846	['CP029188']	[]
T06849	ska	Streptomyces kanamyceticus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1967	['CP023699']	[]
T06864	sgz	Streptomyces globosus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	68209	['CP030862', 'CP030863', 'CP030864']	[]
T06865	svn	Streptomyces vinaceus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1960	['CP023692']	[]
T06889	snk	Streptomyces nitrosporeus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	28894	['CP023702']	[]
T06917	shaw	Streptomyces hawaiiensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	67305	['CP021978']	[]
T06927	srk	Streptomyces rectiverticillatus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	173860	['CP040752']	[]
T06929	sfic	Streptomyces ficellus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1977088	['CP034279']	[]
T06932	sgal	Streptomyces galilaeus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	33899	['CP023703']	[]
T06937	sspo	Streptomyces spongiicola	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1690221	['CP029254']	[]
T06960	svr	Streptomyces viridifaciens	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	48665	['CP023698']	[]
T06964	spad	Streptomyces paludis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2282738	['CP031194']	[]
T06986	sfy	Streptomyces fagopyri	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2662397	['CP045643']	[]
T07011	saqu	Streptomyces aquilus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2548456	['CP034463']	[]
T07010	sgf	Streptomyces griseofuscus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	146922	['CP051006', 'CP051007', 'CP051008', 'CP051009']	[]
T07023	scav	Streptomyces cavourensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	67258	['CP024957']	[]
T07029	sseo	Streptomyces seoulensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	73044	['CP032229', 'CP032230']	[]
T07050	sby	Streptomyces buecherae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2763006	['CP060404']	[]
T07052	srim	Streptomyces rimosus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1927	['CP023688']	[]
T07087	ssub	Streptomyces subrutilus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	36818	['CP023701']	[]
T07107	sphv	Streptomyces phaeolivaceus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2653200	['CP045096', 'CP045095']	[]
T07115	scin	Streptomyces cinereoruber	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	67260	['CP023693']	[]
T07133	sfug	Streptomyces fungicidicus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	68203	['CP023407', 'CP023408']	[]
T07142	spac	Streptomyces pactum	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	68249	['CP019724']	[]
T07155	stsu	Streptomyces tsukubensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	83656	['CP020700', 'CP020701', 'CP020702']	[]
T07157	scha	Streptomyces chartreusis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1969	['CP023689']	[]
T07252	sgx	Streptomyces gardneri	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	66892	['CP059991']	[]
T07302	scoe	Streptomyces coeruleorubidus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	116188	['CP023694']	[]
T07305	sbat	Streptomyces bathyalis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2710756	['CP048882']	[]
T07323	sspb	Streptomyces spectabilis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	68270	['CP023690']	[]
T07326	snf	Streptomyces nojiriensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	66374	['CP071139']	[]
T07341	spla	Streptomyces platensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	58346	['CP023691']	[]
T07359	sbro	Streptomyces broussonetiae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2686304	['CP047020']	[]
T07360	stui	Streptomyces tuirus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	68278	['AP023439']	[]
T07374	sata	Streptomyces atratus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1893	['CP027306']	[]
T07378	schf	Streptomyces chromofuscus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	42881	['CP063374']	[]
T07388	shun	Streptomyces hundungensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1077946	['CP032698']	[]
T07389	shar	Streptomyces harbinensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1176198	['CP054938']	[]
T07416	scyg	Streptomyces cyanogenus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	80860	['CP071839']	[]
T07428	sfeu	Streptomyces ferrugineus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1413221	['CP063373']	[]
T07519	slia	Streptomyces liangshanensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2717324	['CP050177']	[]
T07553	sdw	Streptomyces decoyicus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	249567	['CP082301']	[]
T07568	svd	Streptomyces viridosporus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	665577	['CP023700']	[]
T07611	scal	Streptomyces californicus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	67351	['CP070242', 'CP070241', 'CP070243']	[]
T07630	sauh	Streptomyces auratus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1160718	['CP072931']	[]
T07648	sfb	Streptomyces fradiae	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1319510	['CP023696']	[]
T07674	smob	Streptomyces mobaraensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1223523	['CP072827']	[]
T07676	spra	Streptomyces prasinus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	67345	['CP023697']	[]
T07792	speu	Streptomyces peucetius subsp. caesius	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	316280	['CP022438']	[]
T07860	sroi	Streptomyces roseirectus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2768066	['CP060828']	[]
T07861	sxn	Streptomyces xanthii	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2768069	['CP061281', 'CP061282', 'CP061283']	[]
T07903	sgj	Streptomyces genisteinicus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2768068	['CP060825', 'CP060826', 'CP060827']	[]
T07920	shk	Streptomyces huasconensis	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	1854574	['CP086119']	[]
T07927	sanu	Streptomyces angustmyceticus	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	285578	['CP082945']	[]
T07981	stry	Streptomyces sp. S6	Prokaryotes;Bacteria;Actinobacteria;Streptomyces	2506427	['CP040654']	[]
T01648	ksk	Kitasatospora setae	Prokaryotes;Bacteria;Actinobacteria;Kitasatospora	452652	['AP010968']	[]
T05009	kab	Kitasatospora albolonga	Prokaryotes;Bacteria;Actinobacteria;Kitasatospora	68173	['CP020563']	[]
T05021	kau	Kitasatospora aureofaciens	Prokaryotes;Bacteria;Actinobacteria;Kitasatospora	1894	['CP020567', 'CP020568']	[]
T05366	kit	Kitasatospora sp. MMS16-BH015	Prokaryotes;Bacteria;Actinobacteria;Kitasatospora	2018025	['CP025394']	[]
T05561	stri	Streptacidiphilus bronchialis	Prokaryotes;Bacteria;Actinobacteria;Streptacidiphilus	2126346	['CP031264']	[]
T07749	yia	Yinghuangia sp. ASG 101	Prokaryotes;Bacteria;Actinobacteria;Yinghuangia	2896848	['CP088911']	[]
T00116	twh	Tropheryma whipplei Twist	Prokaryotes;Bacteria;Actinobacteria;Tropheryma	203267	['AE014184']	[]
T00117	tws	Tropheryma whipplei TW08/27	Prokaryotes;Bacteria;Actinobacteria;Tropheryma	218496	['BX072543']	[]
T06254	lxl	Luteimicrobium xylanilyticum	Prokaryotes;Bacteria;Actinobacteria;Luteimicrobium	1133546	['CP045529']	[]
T07613	psic	Pengzhenrongella sicca	Prokaryotes;Bacteria;Actinobacteria;Pengzhenrongella	2819238	['CP071868']	[]
T00190	lxx	Leifsonia xyli subsp. xyli CTCB07	Prokaryotes;Bacteria;Actinobacteria;Leifsonia	281090	['AE016822']	[]
T02852	lxy	Leifsonia xyli subsp. cynodontis DSM 46306	Prokaryotes;Bacteria;Actinobacteria;Leifsonia	1389489	['CP006734']	[]
T06547	leif	Leifsonia sp. PS1209	Prokaryotes;Bacteria;Actinobacteria;Leifsonia	2724914	['CP051154']	[]
T06806	lse	Leifsonia shinshuensis	Prokaryotes;Bacteria;Actinobacteria;Leifsonia	150026	['CP043641', 'CP043642', 'CP043643']	[]
T00529	cmi	Clavibacter michiganensis subsp. michiganensis	Prokaryotes;Bacteria;Actinobacteria;Clavibacter	443906	['AM711867', 'AM711865', 'AM711866']	[]
T00678	cms	Clavibacter michiganensis subsp. sepedonicus	Prokaryotes;Bacteria;Actinobacteria;Clavibacter	31964	['AM849034', 'AM849035', 'AM849036']	[]
T02530	cmc	Clavibacter michiganensis subsp. nebraskensis	Prokaryotes;Bacteria;Actinobacteria;Clavibacter	1097677	['HE614873']	[]
T03862	cmh	Clavibacter michiganensis subsp. insidiosus	Prokaryotes;Bacteria;Actinobacteria;Clavibacter	33014	['CP011043', 'CP011044', 'CP011045', 'CP011046']	[]
T05227	ccap	Clavibacter michiganensis subsp. capsici	Prokaryotes;Bacteria;Actinobacteria;Clavibacter	1874630	['CP012573', 'CP012574', 'CP012575']	[]
T07408	czh	Clavibacter zhangzhiyongii	Prokaryotes;Bacteria;Actinobacteria;Clavibacter	2768071	['CP061274']	[]
T01423	mts	Microbacterium testaceum	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	979556	['AP012052']	[]
T04046	mim	Microbacterium sp. CGR1	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	1696072	['CP012299']	[]
T04102	mio	Microbacterium sp. No. 7	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	1714373	['CP012697', 'CP012698', 'CP012699']	[]
T04243	mix	Microbacterium sp. XT11	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	367477	['CP013859']	[]
T04312	mip	Microbacterium sp. PAMC 28756	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	1795053	['CP014313']	[]
T04340	mcw	Microbacterium chocolatum	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	84292	['CP015810', 'CP015811', 'CP015812', 'CP015813']	[]
T04601	mpal	Microbacterium paludicola	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	300019	['CP018134']	[]
T04827	mih	Microbacterium sp. BH-3-3-3	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	1906742	['CP017674']	[]
T04912	micr	Microbacterium sp. 1.5R	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	1916917	['CP018151']	[]
T04977	maur	Microbacterium aurum	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	36805	['CP018762']	[]
T05238	mhos	Microbacterium hominis	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	162426	['CP025299']	[]
T05657	mfol	Microbacterium foliorum	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	104336	['CP031425']	[]
T05832	moo	Microbacterium oleivorans	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	273677	['CP031421']	[]
T06301	mlv	Microbacterium lemovicicum	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	1072463	['CP031423']	[]
T06490	mwa	Microbacterium wangchenii	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	2541726	['CP038266']	[]
T06575	mprt	Microbacterium protaetiae	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	2509458	['CP035494']	[]
T06576	msed	Microbacterium sediminis	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	904291	['CP038256', 'CP038257']	[]
T06672	moy	Microbacterium oxydans	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	82380	['CP031422']	[]
T07058	msf	Microbacterium schleiferi	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	69362	['CP064760']	[]
T07216	mcaw	Microbacterium caowuchunii	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	2614638	['CP044231']	[]
T07230	mlz	Microbacterium lushaniae	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	2614639	['CP044232']	[]
T07557	mchn	Microbacterium chengjingii	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	2769067	['CP061169']	[]
T07900	mrn	Microbacterium resistens	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	156977	['CP082781']	[]
T07987	mics	Microbacterium sp. SGAir0570	Prokaryotes;Bacteria;Actinobacteria;Microbacterium	2070348	['CP027929', 'CP027930']	[]
T03203	rla	Rhodoluna lacicola	Prokaryotes;Bacteria;Actinobacteria;Rhodoluna	529884	['CP007490']	[]
T04564	rpla	Candidatus Rhodoluna planktonica	Prokaryotes;Bacteria;Actinobacteria;Rhodoluna	535712	['CP015208']	[]
T06624	aqg	Aquiluna borgnonia	Prokaryotes;Bacteria;Actinobacteria;Aquiluna	2499157	['CP054056']	[]
T03670	rtx	Rathayibacter toxicus 70137	Prokaryotes;Bacteria;Actinobacteria;Rathayibacter	145458	['CP010848']	[]
T04269	rtc	Rathayibacter toxicus WAC3373	Prokaryotes;Bacteria;Actinobacteria;Rathayibacter	145458	['CP013292']	[]
T04388	rtn	Rathayibacter tritici	Prokaryotes;Bacteria;Actinobacteria;Rathayibacter	33888	['CP015515']	[]
T05845	rry	Rathayibacter rathayi	Prokaryotes;Bacteria;Actinobacteria;Rathayibacter	33887	['CP028129']	[]
T05878	ria	Rathayibacter iranicus	Prokaryotes;Bacteria;Actinobacteria;Rathayibacter	59737	['CP028130']	[]
